"","ageyrs_r","sex","student_r","area","educate_r","currmarr_r","sexp1yr","SEScat"
"29179","15","female","no","0","1","0"," 0","3"
"29180","15","female","yes","1","1","0"," 2","3"
"29181","18","female","no","0","1","1"," 2","1"
"29182","16","female","yes","1","1","0"," 0","3"
"29183","18","female","no","0","1","1"," 1","1"
"29184","18","female","no","2","1","1"," 1","0"
"29185","15","female","yes","0","1","0"," 1","1"
"29186","17","female","yes","0","1","0"," 0","1"
"29187","17","female","no","0","1","0"," 1","2"
"29188","18","female","no","2","1","1"," 2","2"
"29189","17","female","no","0","1","1"," 1","0"
"29190","18","female","no","0","1","1"," 1","2"
"29191","15","female","yes","0","1","0"," 0","3"
"29192","18","female","no","0","1","0"," 0","1"
"29193","17","female","yes","0","1","0"," 1","1"
"29194","18","female","yes","0","1","0"," 0","1"
"29195","18","female","no","2","1","0"," 1","3"
"29196","18","female","yes","0","1","0"," 0","1"
"29197","18","female","no","0","1","0"," 1","2"
"29198","16","female","no","0","1","1"," 2","0"
"29199","16","female","yes","0","1","0"," 0","3"
"29200","19","female","no","0","1","1"," 1","1"
"29201","17","female","yes","0","1","0"," 1","0"
"29202","16","female","no","0","1","0"," 0","0"
"29203","18","female","no","1","1","1"," 1","2"
"29204","17","female","yes","0","1","0"," 0","3"
"29205","17","female","yes","0","1","0"," 0","1"
"29206","17","female","no","0","1","1"," 1","0"
"29207","16","female","no","0","1","0"," 0","0"
"29208","18","female","no","2","1","1"," 1","2"
"29209","17","female","no","0","0","1"," 1","0"
"29210","18","female","no","0","1","1"," 1","3"
"29211","19","female","no","0","1","1"," 1","1"
"29212","15","female","no","1","1","0"," 0","2"
"29213","19","female","yes","0","1","0"," 0","3"
"29214","18","female","yes","0","1","0"," 0","2"
"29215","15","female","yes","0","1","0"," 1","2"
"29216","18","female","no","0","1","1"," 1","3"
"29217","15","female","no","1","1","1"," 1","2"
"29218","17","female","no","0","1","0"," 1","3"
"29219","19","female","no","0","1","0"," 1","0"
"29220","19","female","no","0","1","1"," 1","0"
"29221","19","female","no","0","0","1"," 1","0"
"29222","19","female","no","0","1","0"," 1","1"
"29223","15","female","yes","1","1","0"," 0","0"
"29224","16","female","yes","0","1","0"," 1","0"
"29225","17","female","yes","0","1","0"," 2","3"
"29226","18","female","no","0","1","0"," 1","1"
"29227","19","female","no","0","1","1"," 1","0"
"29228","18","female","no","0","1","1"," 1","2"
"29229","15","female","yes","0","1","0"," 0","1"
"29230","18","female","no","1","1","1"," 1","3"
"29231","18","female","no","2","1","1"," 1","3"
"29232","17","female","yes","0","1","0"," 1","0"
"29233","16","female","no","0","1","0"," 0","0"
"29234","18","female","no","0","0","1"," 1","1"
"29235","17","female","no","0","1","1"," 1","0"
"29236","18","female","yes","0","1","0"," 0","1"
"29237","17","female","no","0","1","1"," 1","2"
"29238","15","female","yes","0","1","0"," 1","0"
"29239","18","female","no","1","1","1"," 1","3"
"29240","19","female","no","0","1","1"," 1","3"
"29241","18","female","no","0","1","1"," 1","0"
"29242","17","female","yes","0","1","0"," 0","2"
"29243","18","female","no","1","1","1"," 1","0"
"29244","17","female","yes","0","1","0"," 0","3"
"29245","18","female","no","0","1","0"," 0","0"
"29246","19","female","no","0","1","0"," 1","1"
"29247","19","female","no","0","1","1"," 1","0"
"29248","19","female","no","1","1","0"," 1","0"
"29249","18","female","yes","0","1","0"," 0","0"
"29250","15","female","yes","0","1","0"," 0","0"
"29251","15","female","yes","1","1","0"," 0","2"
"29252","17","female","yes","0","1","0"," 0","3"
"29253","15","female","yes","1","1","0"," 0","1"
"29254","17","female","yes","1","1","0"," 0","2"
"29255","15","female","yes","2","1","0","12","2"
"29256","17","female","no","0","1","1"," 1","3"
"29257","16","female","yes","1","1","0"," 0","2"
"29258","18","female","yes","0","1","0"," 1","3"
"29259","19","female","no","0","1","0"," 2","2"
"29260","19","female","yes","1","1","0"," 0","2"
"29261","19","female","no","1","1","0"," 7","2"
"29262","15","female","yes","0","1","0"," 0","0"
"29263","19","female","no","1","1","1"," 1","2"
"29264","17","female","yes","1","1","0"," 1","3"
"29265","16","female","yes","0","1","0"," 0","2"
"29266","15","female","yes","0","1","0"," 1","2"
"29267","17","female","no","0","1","1"," 1","1"
"29268","19","female","no","1","1","1"," 1","2"
"29269","19","female","no","0","0","1"," 1","1"
"29270","19","female","yes","0","1","0"," 0","0"
"29271","15","female","no","1","1","0"," 0","0"
"29272","18","female","no","1","1","1"," 1","2"
"29273","15","female","yes","0","1","0"," 0","3"
"29274","16","female","no","2","1","1"," 1","2"
"29275","19","female","no","0","1","1"," 1","1"
"29276","18","female","no","1","1","1"," 2","2"
"29277","19","female","yes","0","1","0"," 0","2"
"29278","18","female","no","0","1","0"," 1","3"
"29279","17","female","no","0","1","1"," 1","3"
"29280","19","female","no","1","1","1"," 1","1"
"29281","15","female","yes","1","1","0"," 0","3"
"29282","17","female","no","0","1","0"," 1","1"
"29283","18","female","no","0","1","1"," 1","0"
"29284","17","female","no","0","1","0"," 1","2"
"29285","15","female","no","0","0","1"," 1","0"
"29286","15","female","yes","0","1","0"," 0","3"
"29287","19","female","no","0","1","1"," 1","2"
"29288","18","female","yes","0","1","0"," 1","2"
"29289","16","female","no","0","1","1"," 1","0"
"29290","15","female","yes","0","1","0"," 0","2"
"29291","16","female","no","1","1","0"," 0","3"
"29292","18","female","yes","1","1","0"," 0","2"
"29293","19","female","yes","0","1","0"," 1","2"
"29294","16","female","no","2","0","0"," 1","3"
"29295","15","female","yes","0","1","0"," 0","0"
"29296","16","female","yes","1","1","0"," 0","2"
"29297","18","female","no","0","1","1"," 1","1"
"29298","18","female","no","0","1","1"," 1","1"
"29299","16","female","yes","0","1","0"," 1","1"
"29300","19","female","no","1","1","0"," 2","0"
"29301","16","female","yes","1","1","0"," 0","3"
"29302","15","female","yes","0","1","0"," 0","3"
"29303","17","female","no","0","1","0"," 0","3"
"29304","18","female","no","0","1","0"," 1","2"
"29305","16","female","yes","0","1","0"," 0","2"
"29306","19","female","no","0","1","1"," 1","1"
"29307","18","female","no","0","1","1"," 1","1"
"29308","17","female","no","0","1","0"," 1","3"
"29309","18","female","yes","2","1","0"," 1","3"
"29310","19","female","no","0","1","0"," 1","0"
"29311","19","female","no","0","1","1"," 1","2"
"29312","19","female","no","0","1","0"," 1","1"
"29313","18","female","yes","0","1","0"," 0","2"
"29314","17","female","no","0","1","0"," 1","3"
"29315","18","female","yes","1","1","0"," 0","0"
"29316","16","female","yes","0","1","0"," 0","2"
"29317","18","female","no","1","1","0"," 5","2"
"29318","19","female","no","1","1","1"," 1","1"
"29319","19","female","no","0","1","1"," 1","0"
"29320","17","female","no","0","1","0"," 1","1"
"29321","17","female","yes","2","1","0"," 1","3"
"29322","18","female","no","0","1","1"," 1","0"
"29323","16","female","yes","0","1","0"," 0","0"
"29324","15","female","yes","2","1","0","12","2"
"29325","17","female","no","0","1","0"," 1","2"
"29326","18","female","no","0","1","1"," 1","0"
"29327","18","female","no","0","1","1"," 2","1"
"29328","15","female","yes","0","1","0"," 0","1"
"29329","19","female","no","2","1","0"," 2","2"
"29330","16","female","no","0","1","0"," 0","2"
"29331","17","female","yes","1","1","0"," 1","2"
"29332","19","female","no","0","1","1"," 1","0"
"29333","19","female","no","1","1","0"," 3","2"
"29334","19","female","no","0","1","1"," 1","1"
"29335","19","female","no","0","1","1"," 1","1"
"29336","19","female","no","0","1","1"," 1","0"
"29337","17","female","yes","0","1","0"," 0","3"
"29338","19","female","no","0","1","0"," 1","0"
"29339","17","female","yes","0","1","0"," 0","2"
"29340","17","female","no","1","1","1"," 1","1"
"29341","19","female","no","1","1","0"," 2","2"
"29342","16","female","no","0","1","0"," 0","0"
"29343","15","female","yes","1","1","0"," 0","3"
"29344","18","female","no","0","1","0"," 1","1"
"29345","15","female","yes","0","1","0"," 1","0"
"29346","15","female","yes","0","1","0"," 0","2"
"29347","16","female","yes","0","1","0"," 0","3"
"29348","18","female","no","1","1","1"," 1","2"
"29349","19","female","no","0","1","0"," 1","1"
"29350","16","female","yes","0","1","0"," 0","0"
"29351","18","female","no","0","1","1"," 1","0"
"29352","17","female","no","1","1","0"," 4","0"
"29353","15","female","yes","0","1","0"," 0","2"
"29354","18","female","no","0","1","1"," 1","3"
"29355","15","female","yes","0","1","0"," 0","1"
"29356","18","female","no","1","1","1"," 1","3"
"29357","17","female","no","0","1","0"," 0","0"
"29358","16","female","no","0","1","1"," 1","2"
"29359","15","female","yes","2","1","0"," 1","1"
"29360","19","female","no","0","1","1"," 1","1"
"29361","15","female","yes","0","1","0"," 0","2"
"29362","15","female","yes","1","1","0"," 0","3"
"29363","19","female","no","0","1","0"," 1","2"
"29364","16","female","yes","1","1","0"," 1","1"
"29365","17","female","no","0","1","0"," 1","1"
"29366","19","female","no","0","1","1"," 1","0"
"29367","16","female","no","0","1","0"," 0","3"
"29368","16","female","no","0","1","0"," 1","3"
"29369","19","female","no","0","1","1"," 1","0"
"29370","17","female","no","1","1","0"," 1","3"
"29371","18","female","no","0","0","0"," 1","2"
"29372","17","female","yes","1","1","0"," 0","2"
"29373","19","female","no","0","1","1"," 1","0"
"29374","17","female","no","0","1","0"," 1","3"
"29375","16","female","yes","0","1","0"," 0","2"
"29376","17","female","yes","1","1","0"," 1","3"
"29377","18","female","no","2","1","0"," 1","1"
"29378","17","female","no","0","1","0"," 0","1"
"29379","16","female","no","0","1","1"," 1","3"
"29380","17","female","yes","0","1","0"," 0","3"
"29381","16","female","yes","0","1","0"," 0","0"
"29382","15","female","yes","0","1","0"," 0","3"
"29383","16","female","yes","1","1","0"," 0","3"
"29384","18","female","no","2","0","0"," 1","2"
"29385","19","female","no","0","1","0"," 1","0"
"29386","16","female","no","0","1","0"," 0","1"
"29387","17","female","no","0","1","1"," 1","2"
"29388","17","female","yes","0","1","0"," 0","2"
"29389","16","female","no","0","1","1"," 1","2"
"29390","17","female","yes","1","1","0"," 1","2"
"29391","17","female","yes","0","1","0"," 0","1"
"29392","19","female","no","0","1","0"," 1","1"
"29393","16","female","yes","1","1","0"," 0","2"
"29394","19","female","yes","0","1","0"," 1","1"
"29395","17","female","no","0","1","0"," 1","3"
"29396","15","female","yes","1","1","0"," 0","1"
"29397","18","female","no","2","1","1"," 1","0"
"29398","19","female","no","0","1","1"," 1","3"
"29399","15","female","yes","0","1","0"," 0","1"
"29400","15","female","yes","1","1","0"," 0","3"
"29401","16","female","yes","0","1","0"," 0","2"
"29402","16","female","yes","0","1","0"," 0","1"
"29403","18","female","yes","0","1","0"," 0","2"
"29404","16","female","yes","0","1","0"," 1","2"
"29405","19","female","no","0","1","1"," 1","0"
"29406","19","female","yes","1","1","0"," 0","1"
"29407","17","female","yes","0","1","0"," 0","3"
"29408","19","female","no","0","1","1"," 1","2"
"29409","19","female","no","0","1","1"," 1","3"
"29410","15","female","no","0","1","1"," 1","3"
"29411","19","female","no","0","1","0"," 1","3"
"29412","17","female","yes","0","1","0"," 0","1"
"29413","16","female","yes","0","1","0"," 0","1"
"29414","18","female","yes","0","1","0"," 0","2"
"29415","18","female","no","1","1","1"," 2","0"
"29416","16","female","yes","0","1","0"," 1","3"
"29417","15","female","yes","0","1","0"," 0","1"
"29418","17","female","yes","0","1","0"," 0","3"
"29419","17","female","no","1","1","0"," 1","2"
"29420","17","female","yes","1","1","0"," 1","2"
"29421","18","female","yes","0","1","0"," 2","2"
"29422","17","female","no","0","1","0"," 1","2"
"29423","19","female","no","0","1","0"," 1","1"
"29424","19","female","yes","0","1","0"," 0","2"
"29425","19","female","no","1","1","1"," 1","2"
"29426","19","female","no","1","1","1"," 1","3"
"29427","19","female","no","0","1","1"," 1","3"
"29428","19","female","no","0","1","0"," 1","1"
"29429","16","female","yes","0","1","0"," 0","1"
"29430","19","female","no","0","1","0"," 2","0"
"29431","17","female","no","0","1","0"," 1","3"
"29432","19","female","yes","2","1","0"," 1","3"
"29433","18","female","no","0","1","1"," 1","2"
"29434","18","female","no","0","1","1"," 2","0"
"29435","17","female","yes","1","1","0"," 0","2"
"29436","18","female","no","1","1","1"," 1","1"
"29437","19","female","no","0","1","1"," 1","2"
"29438","17","female","no","1","1","1"," 2","3"
"29439","16","female","yes","1","1","0"," 1","3"
"29440","18","female","no","2","1","1"," 2","3"
"29441","18","female","no","0","1","0"," 1","0"
"29442","18","female","no","0","1","1"," 1","0"
"29443","19","female","no","0","1","1"," 1","1"
"29444","16","female","yes","0","1","0"," 0","3"
"29445","17","female","no","0","1","1"," 1","0"
"29446","17","female","yes","0","1","0"," 0","1"
"29447","18","female","no","1","1","0"," 6","3"
"29448","16","female","yes","1","1","0"," 0","3"
"29449","18","female","no","0","1","1"," 1","2"
"29450","19","female","no","0","1","1"," 1","2"
"29451","18","female","no","0","1","1"," 1","1"
"29452","17","female","no","0","1","1"," 1","0"
"29453","15","female","no","0","1","0"," 0","1"
"29454","15","female","yes","0","1","0"," 0","1"
"29455","18","female","no","0","1","1"," 1","3"
"29456","19","female","no","0","1","1"," 1","0"
"29457","19","female","no","0","1","0"," 1","2"
"29458","16","female","yes","0","1","0"," 0","3"
"29459","17","female","no","0","1","1"," 1","1"
"29460","18","female","no","0","1","0"," 1","1"
"29461","15","female","yes","0","1","0"," 1","1"
"29462","17","female","yes","1","1","0"," 1","3"
"29463","17","female","yes","2","1","0"," 1","3"
"29464","16","female","yes","0","1","0"," 0","1"
"29465","18","female","yes","0","1","0"," 1","2"
"29466","16","female","yes","0","1","0"," 0","3"
"29467","17","female","no","0","1","1"," 1","0"
"29468","19","female","no","2","1","1"," 1","2"
"29469","19","female","no","1","1","0"," 1","2"
"29470","15","female","yes","0","1","0"," 0","3"
"29471","19","female","no","0","1","0"," 1","1"
"29472","18","female","no","0","1","1"," 1","1"
"29473","15","female","no","0","0","1"," 1","0"
"29474","18","female","no","0","1","1"," 1","1"
"29475","19","female","no","0","1","0"," 1","2"
"29476","16","female","yes","0","1","0"," 0","3"
"29477","18","female","no","0","1","0"," 0","1"
"29478","17","female","no","1","1","1"," 1","0"
"29479","15","female","yes","0","1","0"," 0","3"
"29480","16","female","no","1","1","1"," 2","3"
"29481","15","female","no","1","1","0"," 0","3"
"29482","17","female","no","0","1","1"," 1","0"
"29483","16","female","no","0","1","0"," 1","3"
"29484","15","female","yes","0","1","0"," 0","2"
"29485","18","female","no","0","1","1"," 1","0"
"29486","17","female","yes","1","1","0"," 1","2"
"29487","16","female","yes","0","1","0"," 0","1"
"29488","18","female","no","0","1","1"," 1","3"
"29489","18","female","no","0","1","1"," 2","2"
"29490","18","female","no","0","1","1"," 1","1"
"29491","19","female","yes","2","1","0"," 1","1"
"29492","19","female","no","1","1","0"," 1","3"
"29493","16","female","yes","0","1","0"," 0","1"
"29494","17","female","no","0","1","1"," 1","0"
"29495","18","female","no","0","1","0"," 1","2"
"29496","19","female","no","0","1","0"," 1","2"
"29497","19","female","yes","1","1","0"," 1","2"
"29498","17","female","yes","0","1","0"," 1","2"
"29499","19","female","no","0","1","1"," 1","3"
"29500","18","female","no","2","0","1"," 1","0"
"29501","18","female","no","0","1","1"," 1","0"
"29502","17","female","yes","1","1","0"," 0","3"
"29503","15","female","no","0","1","0"," 0","2"
"29504","16","female","yes","0","1","0"," 0","3"
"29505","18","female","yes","0","1","0"," 0","2"
"29506","16","female","yes","0","1","0"," 0","2"
"29507","17","female","no","0","1","1"," 1","3"
"29508","19","female","no","0","0","1"," 1","0"
"29509","16","female","yes","1","1","0"," 0","3"
"29510","16","female","no","0","1","1"," 1","0"
"29511","17","female","no","0","1","0"," 1","1"
"29512","17","female","yes","0","1","0"," 0","3"
"29513","18","female","no","0","1","0"," 1","2"
"29514","17","female","yes","2","1","0"," 1","3"
"29515","15","female","yes","0","1","0"," 0","3"
"29516","15","female","yes","0","1","0"," 0","1"
"29517","17","female","yes","1","1","0"," 0","2"
"29518","18","female","no","0","1","1"," 1","1"
"29519","16","female","yes","0","1","0"," 0","3"
"29520","17","female","yes","0","1","0"," 3","2"
"29521","18","female","no","0","1","1"," 1","3"
"29522","18","female","no","1","1","0"," 1","2"
"29523","16","female","yes","0","1","0"," 0","1"
"29524","18","female","no","1","1","0"," 1","3"
"29525","19","female","no","0","0","0"," 1","1"
"29526","17","female","no","0","1","1"," 1","1"
"29527","18","female","no","0","1","1"," 1","0"
"29528","15","female","no","1","1","0"," 0","2"
"29529","19","female","no","0","1","1"," 1","2"
"29530","18","female","no","0","1","0"," 1","2"
"29531","15","female","yes","0","1","0"," 0","1"
"29532","19","female","no","0","1","0"," 1","0"
"29533","17","female","yes","0","1","0"," 1","2"
"29534","18","female","no","0","1","1"," 1","0"
"29535","19","female","no","2","1","1"," 1","0"
"29536","19","female","no","0","1","1"," 1","1"
"29537","17","female","no","0","1","0"," 1","0"
"29538","19","female","no","0","0","1"," 1","2"
"29539","19","female","no","0","1","1"," 1","1"
"29540","19","female","no","1","1","0"," 1","3"
"29541","17","female","no","0","1","0"," 1","1"
"29542","15","female","yes","0","1","0"," 0","3"
"29543","15","female","yes","0","1","0"," 1","1"
"29544","17","female","no","1","1","1"," 1","0"
"29545","19","female","no","2","1","1"," 1","0"
"29546","16","female","yes","1","1","0"," 1","3"
"29547","17","female","no","0","1","0"," 1","1"
"29548","19","female","no","1","0","1"," 1","1"
"29549","19","female","no","1","1","1"," 1","2"
"29550","16","female","yes","0","1","0"," 4","2"
"29551","16","female","no","0","1","0"," 1","2"
"29552","19","female","no","1","1","1"," 1","1"
"29553","18","female","yes","0","1","0"," 0","3"
"29554","16","female","yes","0","1","0"," 0","3"
"29555","19","female","yes","0","1","0"," 0","3"
"29556","15","female","no","0","1","1"," 1","0"
"29557","19","female","no","0","1","1"," 1","2"
"29558","17","female","no","0","1","0"," 1","1"
"29559","18","female","no","0","1","0"," 1","1"
"29560","18","female","no","0","1","1"," 1","3"
"29561","15","female","no","0","1","1"," 1","2"
"29562","19","female","no","1","1","0"," 1","3"
"29563","19","female","no","1","1","1"," 1","2"
"29564","16","female","no","0","1","0"," 0","0"
"29565","18","female","yes","1","1","0"," 0","2"
"29566","15","female","yes","2","1","0"," 4","3"
"29567","19","female","no","0","1","1"," 1","0"
"29568","17","female","no","1","1","0"," 1","3"
"29569","15","female","no","0","1","0"," 0","0"
"29570","18","female","yes","0","1","0"," 0","3"
"29571","18","female","no","0","0","1"," 1","1"
"29572","15","female","yes","0","1","0"," 0","2"
"29573","18","female","no","0","1","0"," 0","0"
"29574","15","female","yes","0","1","0"," 0","1"
"29575","18","female","no","0","1","0"," 0","0"
"29576","16","female","yes","1","1","0"," 1","3"
"29577","17","female","no","0","1","1"," 2","0"
"29578","16","female","yes","2","1","0"," 1","3"
"29579","17","female","no","0","1","1"," 1","0"
"29580","19","female","yes","1","1","0"," 0","3"
"29581","18","female","yes","0","1","0"," 0","2"
"29582","16","female","no","0","1","0"," 0","3"
"29583","17","female","yes","2","1","0"," 1","3"
"29584","17","female","yes","2","1","0"," 1","2"
"29585","17","female","no","0","1","0"," 0","2"
"29586","18","female","no","1","1","0"," 1","3"
"29587","16","female","no","0","1","0"," 2","1"
"29588","16","female","yes","1","1","0"," 0","1"
"29589","16","female","no","1","1","0"," 1","2"
"29590","18","female","no","2","1","1"," 1","1"
"29591","17","female","no","0","1","0"," 0","1"
"29592","18","female","yes","2","1","0"," 1","3"
"29593","18","female","no","0","1","0"," 1","3"
"29594","16","female","yes","0","1","0"," 1","2"
"29595","19","female","no","1","1","1"," 1","1"
"29596","15","female","yes","0","1","0"," 0","2"
"29597","19","female","no","0","1","1"," 1","1"
"29598","15","female","yes","0","1","0"," 0","2"
"29599","17","female","yes","1","1","0"," 0","2"
"29600","19","female","no","0","1","1"," 1","3"
"29601","18","female","no","0","0","1"," 1","0"
"29602","18","female","no","0","1","1"," 1","0"
"29603","18","female","no","1","1","0"," 2","3"
"29604","17","female","yes","0","1","0"," 0","3"
"29605","17","female","yes","0","1","0"," 0","2"
"29606","17","female","yes","0","1","0"," 0","0"
"29607","17","female","yes","1","1","0"," 0","3"
"29608","18","female","no","0","1","1"," 1","3"
"29609","16","female","no","0","1","1"," 1","0"
"29610","17","female","no","0","1","0"," 1","0"
"29611","18","female","no","0","1","1"," 1","0"
"29612","18","female","no","1","1","0"," 1","2"
"29613","19","female","yes","0","1","0"," 1","1"
"29614","16","female","yes","1","1","0"," 0","2"
"29615","15","female","yes","1","1","0"," 0","3"
"29616","15","female","no","1","1","0"," 1","0"
"29617","18","female","yes","1","1","0"," 1","3"
"29618","16","female","no","0","1","0"," 1","1"
"29619","16","female","yes","0","1","0"," 0","3"
"29620","18","female","no","0","1","1"," 1","0"
"29621","16","female","no","0","1","1"," 1","3"
"29622","18","female","yes","0","1","0"," 0","3"
"29623","17","female","yes","0","1","0"," 1","3"
"29624","19","female","no","0","1","1"," 1","0"
"29625","17","female","no","0","1","1"," 1","0"
"29626","17","female","no","0","1","1"," 1","1"
"29627","18","female","yes","0","1","0"," 1","1"
"29628","18","female","yes","0","1","0"," 0","3"
"29629","17","female","no","1","1","1"," 1","0"
"29630","17","female","yes","0","1","0"," 0","3"
"29631","19","female","no","1","1","1"," 1","3"
"29632","18","female","yes","0","1","0"," 0","1"
"29633","15","female","yes","0","1","0"," 0","1"
"29634","19","female","no","0","1","1"," 1","0"
"29635","19","female","no","0","1","1"," 1","2"
"29636","17","female","no","1","1","0"," 1","2"
"29637","17","female","no","2","1","1"," 2","3"
"29638","16","female","no","0","1","1"," 3","0"
"29639","17","female","yes","1","1","0"," 1","2"
"29640","17","female","no","0","1","0"," 1","2"
"29641","19","female","no","2","1","0"," 1","0"
"29642","15","female","yes","0","1","0"," 1","3"
"29643","18","female","no","2","1","0","24","3"
"29644","18","female","no","0","1","1"," 1","1"
"29645","19","female","no","0","1","1"," 1","3"
"29646","17","female","yes","0","1","0"," 0","2"
"29647","17","female","no","1","1","1"," 2","2"
"29648","15","female","yes","0","1","0"," 0","0"
"29649","15","female","yes","0","1","0"," 0","2"
"29650","17","female","yes","1","1","0"," 0","2"
"29651","15","female","yes","1","1","0"," 0","3"
"29652","15","female","no","0","1","0"," 0","3"
"29653","17","female","no","0","1","1"," 1","0"
"29654","18","female","no","0","1","0"," 2","1"
"29655","17","female","no","0","1","1"," 1","0"
"29656","19","female","no","1","1","1"," 1","3"
"29657","19","female","no","0","0","1"," 1","2"
"29658","16","female","yes","0","1","0"," 0","0"
"29659","18","female","no","0","0","1"," 1","0"
"29660","15","female","no","0","1","1"," 2","2"
"29661","19","female","no","0","1","1"," 1","2"
"29662","16","female","no","0","1","0"," 2","1"
"29663","17","female","yes","0","1","0"," 0","2"
"29664","18","female","yes","1","1","0"," 1","3"
"29665","18","female","yes","0","1","0"," 1","3"
"29666","17","female","no","0","1","0"," 1","1"
"29667","15","female","no","2","1","0"," 6","3"
"29668","17","female","no","0","1","0"," 1","3"
"29669","18","female","yes","0","1","0"," 0","2"
"29670","18","female","yes","0","1","0"," 1","3"
"29671","19","female","no","0","1","0"," 1","1"
"29672","18","female","no","0","1","0"," 9","1"
"29673","18","female","yes","1","1","0"," 1","3"
"29674","16","female","yes","0","1","0"," 0","3"
"29675","17","female","no","0","1","0"," 1","3"
"29676","15","female","yes","0","1","0"," 0","3"
"29677","18","female","no","1","1","1"," 1","2"
"29678","18","female","no","0","1","0"," 1","1"
"29679","16","female","yes","0","1","0"," 1","3"
"29680","19","female","no","0","1","0"," 3","2"
"29681","19","female","no","1","1","0"," 1","3"
"29682","17","female","yes","0","1","0"," 1","3"
"29683","15","female","yes","0","1","0"," 0","3"
"29684","17","female","yes","0","1","0"," 0","1"
"29685","15","female","yes","0","1","0"," 0","1"
"29686","19","female","no","1","1","1"," 1","2"
"29687","19","female","no","0","1","1"," 1","3"
"29688","15","female","yes","2","1","0"," 1","1"
"29689","15","female","yes","0","1","0"," 0","3"
"29690","18","female","no","0","1","0"," 1","0"
"29691","17","female","no","0","1","1"," 1","1"
"29692","17","female","yes","1","1","0"," 1","3"
"29693","15","female","yes","0","1","0"," 0","3"
"29694","16","female","no","1","1","0"," 0","3"
"29695","18","female","yes","0","1","0"," 0","3"
"29696","15","female","yes","0","1","0"," 0","3"
"29697","17","female","no","1","1","0"," 1","3"
"29698","19","female","no","0","1","1"," 1","1"
"29699","16","female","yes","0","1","0"," 1","2"
"29700","16","female","yes","1","1","0"," 1","2"
"29701","18","female","no","2","1","0"," 1","2"
"29702","17","female","no","0","1","1"," 1","0"
"29703","18","female","no","1","1","1"," 3","2"
"29704","17","female","yes","0","1","0"," 1","1"
"29705","17","female","yes","0","1","0"," 0","1"
"29706","17","female","no","0","1","1"," 1","1"
"29707","16","female","yes","0","1","0"," 0","2"
"29708","18","female","no","2","1","1"," 2","2"
"29709","18","female","no","0","1","1"," 1","3"
"29710","18","female","no","0","1","1"," 1","1"
"29711","17","female","no","0","1","0"," 1","1"
"29712","19","female","no","0","1","1"," 1","2"
"29713","19","female","no","0","1","0"," 1","1"
"29714","18","female","no","0","1","1"," 3","3"
"29715","15","female","yes","0","1","0"," 0","1"
"29716","18","female","no","0","1","1"," 1","0"
"29717","17","female","yes","1","1","0"," 1","3"
"29718","19","female","no","0","1","1"," 1","3"
"29719","18","female","yes","2","1","0"," 1","3"
"29720","17","female","no","0","1","1"," 1","0"
"29721","19","female","no","0","1","1"," 1","1"
"29722","17","female","yes","1","1","0"," 0","1"
"29723","16","female","no","0","1","1"," 1","1"
"29724","17","female","yes","0","1","0"," 0","3"
"29725","16","female","yes","0","1","0"," 0","3"
"29726","19","female","no","0","1","0"," 1","0"
"29727","16","female","no","1","1","0"," 1","2"
"29728","18","female","yes","0","1","0"," 1","3"
"29729","19","female","no","0","1","1"," 1","2"
"29730","18","female","no","2","1","0","24","3"
"29731","17","female","no","1","1","0"," 1","3"
"29732","15","female","yes","1","1","0"," 0","3"
"29733","15","female","yes","0","1","0"," 0","0"
"29734","16","female","yes","0","1","0"," 1","0"
"29735","18","female","no","1","1","1"," 1","3"
"29736","18","female","no","1","1","1"," 1","3"
"29737","18","female","yes","1","1","0"," 1","3"
"29738","19","female","no","0","1","1"," 1","1"
"29739","19","female","yes","0","1","0"," 1","1"
"29740","17","female","yes","1","1","0"," 0","3"
"29741","18","female","yes","0","1","0"," 0","3"
"29742","18","female","yes","0","1","0"," 0","3"
"29743","18","female","no","2","1","0"," 1","0"
"29744","18","female","no","0","0","1"," 1","1"
"29745","19","female","no","0","1","0"," 2","3"
"29746","17","female","yes","0","1","0"," 0","2"
"29747","17","female","no","0","0","0"," 0","0"
"29748","17","female","no","2","1","1"," 1","0"
"29749","16","female","no","0","1","0"," 1","0"
"29750","16","female","yes","0","1","0"," 0","0"
"29751","19","female","no","1","1","0"," 2","2"
"29752","18","female","no","2","1","0"," 1","0"
"29753","19","female","no","2","1","1"," 1","2"
"29754","19","female","no","1","1","1"," 1","0"
"29755","15","female","yes","0","1","0"," 0","3"
"29756","19","female","yes","0","1","0"," 0","3"
"29757","16","female","yes","0","1","0"," 1","3"
"29758","15","female","yes","0","1","0"," 0","2"
"29759","16","female","yes","0","1","0"," 1","3"
"29760","15","female","yes","0","1","0"," 0","2"
"29761","16","female","yes","0","1","0"," 0","2"
"29762","17","female","yes","1","1","0"," 0","3"
"29763","18","female","no","0","1","1"," 1","0"
"29764","18","female","no","0","1","1"," 2","3"
"29765","17","female","no","0","1","0"," 1","1"
"29766","15","female","yes","0","1","0"," 0","1"
"29767","17","female","yes","1","1","0"," 0","2"
"29768","16","female","yes","0","1","0"," 0","0"
"29769","18","female","no","0","1","1"," 1","1"
"29770","17","female","no","1","1","0"," 6","1"
"29771","18","female","no","0","1","1"," 1","2"
"29772","16","female","yes","2","1","0"," 1","1"
"29773","18","female","no","0","1","0"," 0","0"
"29774","19","female","no","0","1","1"," 1","3"
